id;day_date;full_date;day_number;day_name;day_name_short;is_week_day;month_number;month_name;month_name_short;trimester_number;trimester_name;semester_number;semester_name;year
19971130;30/11/1997;domingo, 30 de novembro de 1997;30;domingo;dom;não;11;novembro;nov;4;4º Trimestre;2;2º Semestre;1997
19971201;01/12/1997;segunda-feira, 1 de dezembro de 1997;1;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971202;02/12/1997;terça-feira, 2 de dezembro de 1997;2;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971203;03/12/1997;quarta-feira, 3 de dezembro de 1997;3;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971204;04/12/1997;quinta-feira, 4 de dezembro de 1997;4;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971205;05/12/1997;sexta-feira, 5 de dezembro de 1997;5;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971206;06/12/1997;sábado, 6 de dezembro de 1997;6;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971207;07/12/1997;domingo, 7 de dezembro de 1997;7;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971208;08/12/1997;segunda-feira, 8 de dezembro de 1997;8;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971209;09/12/1997;terça-feira, 9 de dezembro de 1997;9;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971210;10/12/1997;quarta-feira, 10 de dezembro de 1997;10;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971211;11/12/1997;quinta-feira, 11 de dezembro de 1997;11;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971212;12/12/1997;sexta-feira, 12 de dezembro de 1997;12;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971213;13/12/1997;sábado, 13 de dezembro de 1997;13;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971214;14/12/1997;domingo, 14 de dezembro de 1997;14;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971215;15/12/1997;segunda-feira, 15 de dezembro de 1997;15;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971216;16/12/1997;terça-feira, 16 de dezembro de 1997;16;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971217;17/12/1997;quarta-feira, 17 de dezembro de 1997;17;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971218;18/12/1997;quinta-feira, 18 de dezembro de 1997;18;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971219;19/12/1997;sexta-feira, 19 de dezembro de 1997;19;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971220;20/12/1997;sábado, 20 de dezembro de 1997;20;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971221;21/12/1997;domingo, 21 de dezembro de 1997;21;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971222;22/12/1997;segunda-feira, 22 de dezembro de 1997;22;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971223;23/12/1997;terça-feira, 23 de dezembro de 1997;23;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971224;24/12/1997;quarta-feira, 24 de dezembro de 1997;24;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971225;25/12/1997;quinta-feira, 25 de dezembro de 1997;25;quinta-feira;qui;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971226;26/12/1997;sexta-feira, 26 de dezembro de 1997;26;sexta-feira;sex;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971227;27/12/1997;sábado, 27 de dezembro de 1997;27;sábado;sab;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971228;28/12/1997;domingo, 28 de dezembro de 1997;28;domingo;dom;não;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971229;29/12/1997;segunda-feira, 29 de dezembro de 1997;29;segunda-feira;seg;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971230;30/12/1997;terça-feira, 30 de dezembro de 1997;30;terça-feira;ter;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19971231;31/12/1997;quarta-feira, 31 de dezembro de 1997;31;quarta-feira;qua;sim;12;dezembro;dez;4;4º Trimestre;2;2º Semestre;1997
19980101;01/01/1998;quinta-feira, 1 de janeiro de 1998;1;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980102;02/01/1998;sexta-feira, 2 de janeiro de 1998;2;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980103;03/01/1998;sábado, 3 de janeiro de 1998;3;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980104;04/01/1998;domingo, 4 de janeiro de 1998;4;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980105;05/01/1998;segunda-feira, 5 de janeiro de 1998;5;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980106;06/01/1998;terça-feira, 6 de janeiro de 1998;6;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980107;07/01/1998;quarta-feira, 7 de janeiro de 1998;7;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980108;08/01/1998;quinta-feira, 8 de janeiro de 1998;8;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980109;09/01/1998;sexta-feira, 9 de janeiro de 1998;9;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980110;10/01/1998;sábado, 10 de janeiro de 1998;10;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980111;11/01/1998;domingo, 11 de janeiro de 1998;11;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980112;12/01/1998;segunda-feira, 12 de janeiro de 1998;12;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980113;13/01/1998;terça-feira, 13 de janeiro de 1998;13;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980114;14/01/1998;quarta-feira, 14 de janeiro de 1998;14;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980115;15/01/1998;quinta-feira, 15 de janeiro de 1998;15;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980116;16/01/1998;sexta-feira, 16 de janeiro de 1998;16;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980117;17/01/1998;sábado, 17 de janeiro de 1998;17;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980118;18/01/1998;domingo, 18 de janeiro de 1998;18;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980119;19/01/1998;segunda-feira, 19 de janeiro de 1998;19;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980120;20/01/1998;terça-feira, 20 de janeiro de 1998;20;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980121;21/01/1998;quarta-feira, 21 de janeiro de 1998;21;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980122;22/01/1998;quinta-feira, 22 de janeiro de 1998;22;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980123;23/01/1998;sexta-feira, 23 de janeiro de 1998;23;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980124;24/01/1998;sábado, 24 de janeiro de 1998;24;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980125;25/01/1998;domingo, 25 de janeiro de 1998;25;domingo;dom;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980126;26/01/1998;segunda-feira, 26 de janeiro de 1998;26;segunda-feira;seg;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980127;27/01/1998;terça-feira, 27 de janeiro de 1998;27;terça-feira;ter;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980128;28/01/1998;quarta-feira, 28 de janeiro de 1998;28;quarta-feira;qua;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980129;29/01/1998;quinta-feira, 29 de janeiro de 1998;29;quinta-feira;qui;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980130;30/01/1998;sexta-feira, 30 de janeiro de 1998;30;sexta-feira;sex;sim;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980131;31/01/1998;sábado, 31 de janeiro de 1998;31;sábado;sab;não;1;janeiro;jan;1;1º Trimestre;1;1º Semestre;1998
19980201;01/02/1998;domingo, 1 de fevereiro de 1998;1;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980202;02/02/1998;segunda-feira, 2 de fevereiro de 1998;2;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980203;03/02/1998;terça-feira, 3 de fevereiro de 1998;3;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980204;04/02/1998;quarta-feira, 4 de fevereiro de 1998;4;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980205;05/02/1998;quinta-feira, 5 de fevereiro de 1998;5;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980206;06/02/1998;sexta-feira, 6 de fevereiro de 1998;6;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980207;07/02/1998;sábado, 7 de fevereiro de 1998;7;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980208;08/02/1998;domingo, 8 de fevereiro de 1998;8;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980209;09/02/1998;segunda-feira, 9 de fevereiro de 1998;9;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980210;10/02/1998;terça-feira, 10 de fevereiro de 1998;10;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980211;11/02/1998;quarta-feira, 11 de fevereiro de 1998;11;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980212;12/02/1998;quinta-feira, 12 de fevereiro de 1998;12;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980213;13/02/1998;sexta-feira, 13 de fevereiro de 1998;13;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980214;14/02/1998;sábado, 14 de fevereiro de 1998;14;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980215;15/02/1998;domingo, 15 de fevereiro de 1998;15;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980216;16/02/1998;segunda-feira, 16 de fevereiro de 1998;16;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980217;17/02/1998;terça-feira, 17 de fevereiro de 1998;17;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980218;18/02/1998;quarta-feira, 18 de fevereiro de 1998;18;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980219;19/02/1998;quinta-feira, 19 de fevereiro de 1998;19;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980220;20/02/1998;sexta-feira, 20 de fevereiro de 1998;20;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980221;21/02/1998;sábado, 21 de fevereiro de 1998;21;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980222;22/02/1998;domingo, 22 de fevereiro de 1998;22;domingo;dom;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980223;23/02/1998;segunda-feira, 23 de fevereiro de 1998;23;segunda-feira;seg;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980224;24/02/1998;terça-feira, 24 de fevereiro de 1998;24;terça-feira;ter;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980225;25/02/1998;quarta-feira, 25 de fevereiro de 1998;25;quarta-feira;qua;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980226;26/02/1998;quinta-feira, 26 de fevereiro de 1998;26;quinta-feira;qui;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980227;27/02/1998;sexta-feira, 27 de fevereiro de 1998;27;sexta-feira;sex;sim;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980228;28/02/1998;sábado, 28 de fevereiro de 1998;28;sábado;sab;não;2;fevereiro;fev;1;1º Trimestre;1;1º Semestre;1998
19980301;01/03/1998;domingo, 1 de março de 1998;1;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980302;02/03/1998;segunda-feira, 2 de março de 1998;2;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980303;03/03/1998;terça-feira, 3 de março de 1998;3;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980304;04/03/1998;quarta-feira, 4 de março de 1998;4;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980305;05/03/1998;quinta-feira, 5 de março de 1998;5;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980306;06/03/1998;sexta-feira, 6 de março de 1998;6;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980307;07/03/1998;sábado, 7 de março de 1998;7;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980308;08/03/1998;domingo, 8 de março de 1998;8;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980309;09/03/1998;segunda-feira, 9 de março de 1998;9;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980310;10/03/1998;terça-feira, 10 de março de 1998;10;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980311;11/03/1998;quarta-feira, 11 de março de 1998;11;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980312;12/03/1998;quinta-feira, 12 de março de 1998;12;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980313;13/03/1998;sexta-feira, 13 de março de 1998;13;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980314;14/03/1998;sábado, 14 de março de 1998;14;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980315;15/03/1998;domingo, 15 de março de 1998;15;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980316;16/03/1998;segunda-feira, 16 de março de 1998;16;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980317;17/03/1998;terça-feira, 17 de março de 1998;17;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980318;18/03/1998;quarta-feira, 18 de março de 1998;18;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980319;19/03/1998;quinta-feira, 19 de março de 1998;19;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980320;20/03/1998;sexta-feira, 20 de março de 1998;20;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980321;21/03/1998;sábado, 21 de março de 1998;21;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980322;22/03/1998;domingo, 22 de março de 1998;22;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980323;23/03/1998;segunda-feira, 23 de março de 1998;23;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980324;24/03/1998;terça-feira, 24 de março de 1998;24;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980325;25/03/1998;quarta-feira, 25 de março de 1998;25;quarta-feira;qua;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980326;26/03/1998;quinta-feira, 26 de março de 1998;26;quinta-feira;qui;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980327;27/03/1998;sexta-feira, 27 de março de 1998;27;sexta-feira;sex;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980328;28/03/1998;sábado, 28 de março de 1998;28;sábado;sab;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980329;29/03/1998;domingo, 29 de março de 1998;29;domingo;dom;não;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980330;30/03/1998;segunda-feira, 30 de março de 1998;30;segunda-feira;seg;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980331;31/03/1998;terça-feira, 31 de março de 1998;31;terça-feira;ter;sim;3;março;mar;1;1º Trimestre;1;1º Semestre;1998
19980401;01/04/1998;quarta-feira, 1 de abril de 1998;1;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980402;02/04/1998;quinta-feira, 2 de abril de 1998;2;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980403;03/04/1998;sexta-feira, 3 de abril de 1998;3;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980404;04/04/1998;sábado, 4 de abril de 1998;4;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980405;05/04/1998;domingo, 5 de abril de 1998;5;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980406;06/04/1998;segunda-feira, 6 de abril de 1998;6;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980407;07/04/1998;terça-feira, 7 de abril de 1998;7;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980408;08/04/1998;quarta-feira, 8 de abril de 1998;8;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980409;09/04/1998;quinta-feira, 9 de abril de 1998;9;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980410;10/04/1998;sexta-feira, 10 de abril de 1998;10;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980411;11/04/1998;sábado, 11 de abril de 1998;11;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980412;12/04/1998;domingo, 12 de abril de 1998;12;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980413;13/04/1998;segunda-feira, 13 de abril de 1998;13;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980414;14/04/1998;terça-feira, 14 de abril de 1998;14;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980415;15/04/1998;quarta-feira, 15 de abril de 1998;15;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980416;16/04/1998;quinta-feira, 16 de abril de 1998;16;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980417;17/04/1998;sexta-feira, 17 de abril de 1998;17;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980418;18/04/1998;sábado, 18 de abril de 1998;18;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980419;19/04/1998;domingo, 19 de abril de 1998;19;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980420;20/04/1998;segunda-feira, 20 de abril de 1998;20;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980421;21/04/1998;terça-feira, 21 de abril de 1998;21;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980422;22/04/1998;quarta-feira, 22 de abril de 1998;22;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980423;23/04/1998;quinta-feira, 23 de abril de 1998;23;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980424;24/04/1998;sexta-feira, 24 de abril de 1998;24;sexta-feira;sex;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980425;25/04/1998;sábado, 25 de abril de 1998;25;sábado;sab;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980426;26/04/1998;domingo, 26 de abril de 1998;26;domingo;dom;não;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980427;27/04/1998;segunda-feira, 27 de abril de 1998;27;segunda-feira;seg;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980428;28/04/1998;terça-feira, 28 de abril de 1998;28;terça-feira;ter;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980429;29/04/1998;quarta-feira, 29 de abril de 1998;29;quarta-feira;qua;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980430;30/04/1998;quinta-feira, 30 de abril de 1998;30;quinta-feira;qui;sim;4;abril;abr;2;2º Trimestre;1;1º Semestre;1998
19980501;01/05/1998;sexta-feira, 1 de maio de 1998;1;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980502;02/05/1998;sábado, 2 de maio de 1998;2;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980503;03/05/1998;domingo, 3 de maio de 1998;3;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980504;04/05/1998;segunda-feira, 4 de maio de 1998;4;segunda-feira;seg;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980505;05/05/1998;terça-feira, 5 de maio de 1998;5;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980506;06/05/1998;quarta-feira, 6 de maio de 1998;6;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980507;07/05/1998;quinta-feira, 7 de maio de 1998;7;quinta-feira;qui;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980508;08/05/1998;sexta-feira, 8 de maio de 1998;8;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980509;09/05/1998;sábado, 9 de maio de 1998;9;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980510;10/05/1998;domingo, 10 de maio de 1998;10;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980511;11/05/1998;segunda-feira, 11 de maio de 1998;11;segunda-feira;seg;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980512;12/05/1998;terça-feira, 12 de maio de 1998;12;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980513;13/05/1998;quarta-feira, 13 de maio de 1998;13;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980514;14/05/1998;quinta-feira, 14 de maio de 1998;14;quinta-feira;qui;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980515;15/05/1998;sexta-feira, 15 de maio de 1998;15;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980516;16/05/1998;sábado, 16 de maio de 1998;16;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980517;17/05/1998;domingo, 17 de maio de 1998;17;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980518;18/05/1998;segunda-feira, 18 de maio de 1998;18;segunda-feira;seg;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980519;19/05/1998;terça-feira, 19 de maio de 1998;19;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980520;20/05/1998;quarta-feira, 20 de maio de 1998;20;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980521;21/05/1998;quinta-feira, 21 de maio de 1998;21;quinta-feira;qui;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980522;22/05/1998;sexta-feira, 22 de maio de 1998;22;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980523;23/05/1998;sábado, 23 de maio de 1998;23;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980524;24/05/1998;domingo, 24 de maio de 1998;24;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980525;25/05/1998;segunda-feira, 25 de maio de 1998;25;segunda-feira;seg;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980526;26/05/1998;terça-feira, 26 de maio de 1998;26;terça-feira;ter;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980527;27/05/1998;quarta-feira, 27 de maio de 1998;27;quarta-feira;qua;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980528;28/05/1998;quinta-feira, 28 de maio de 1998;28;quinta-feira;qui;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980529;29/05/1998;sexta-feira, 29 de maio de 1998;29;sexta-feira;sex;sim;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980530;30/05/1998;sábado, 30 de maio de 1998;30;sábado;sab;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980531;31/05/1998;domingo, 31 de maio de 1998;31;domingo;dom;não;5;maio;mai;2;2º Trimestre;1;1º Semestre;1998
19980601;01/06/1998;segunda-feira, 1 de junho de 1998;1;segunda-feira;seg;sim;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
19980602;02/06/1998;terça-feira, 2 de junho de 1998;2;terça-feira;ter;sim;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
19980603;03/06/1998;quarta-feira, 3 de junho de 1998;3;quarta-feira;qua;sim;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
19980604;04/06/1998;quinta-feira, 4 de junho de 1998;4;quinta-feira;qui;sim;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
19980605;05/06/1998;sexta-feira, 5 de junho de 1998;5;sexta-feira;sex;sim;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
19980606;06/06/1998;sábado, 6 de junho de 1998;6;sábado;sab;não;6;junho;jun;2;2º Trimestre;1;1º Semestre;1998
